Series_reference,Period,Data_value,STATUS,UNITS,MAGNTUDE,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
RNAA.SG01NAC34B0105FF1,2011.03,28,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Wholesale Trade,,
RNAA.SG01NAC34B0105FF1,2012.03,34,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Wholesale Trade,,
RNAA.SG01NAC34B0105FF1,2013.03,32,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Wholesale Trade,,
RNAA.SG01NAC34B0105FF1,2014.03,32,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Wholesale Trade,,
RNAA.SG01NAC34B0105FF1,2015.03,37,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Wholesale Trade,,
RNAA.SG01NAC34B0105FF1,2016.03,41,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Wholesale Trade,,
RNAA.SG01NAC34B0105FF1,2017.03,49,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Wholesale Trade,,
RNAA.SG01NAC34B0105GH1,2000.03,49,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Retail Trade,,
RNAA.SG01NAC34B0105GH1,2001.03,50,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Retail Trade,,
RNAA.SG01NAC34B0105GH1,2002.03,55,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Retail Trade,,
RNAA.SG01NAC34B0105GH1,2003.03,60,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Retail Trade,,
RNAA.SG01NAC34B0105GH1,2004.03,65,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Retail Trade,,
RNAA.SG01NAC34B0105GH1,2005.03,67,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Retail Trade,,
RNAA.SG01NAC34B0105GH1,2006.03,69,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Retail Trade,,
RNAA.SG01NAC34B0105GH1,2007.03,81,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Retail Trade,,
RNAA.SG01NAC34B0105GH1,2008.03,76,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Retail Trade,,
RNAA.SG01NAC34B0105GH1,2009.03,68,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Retail Trade,,
RNAA.SG01NAC34B0105GH1,2010.03,69,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Retail Trade,,
RNAA.SG01NAC34B0105GH1,2011.03,74,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Retail Trade,,
RNAA.SG01NAC34B0105GH1,2012.03,76,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Retail Trade,,
RNAA.SG01NAC34B0105GH1,2013.03,82,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Retail Trade,,
RNAA.SG01NAC34B0105GH1,2014.03,88,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Retail Trade,,
RNAA.SG01NAC34B0105GH1,2015.03,89,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Retail Trade,,
RNAA.SG01NAC34B0105GH1,2016.03,88,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Retail Trade,,
RNAA.SG01NAC34B0105GH1,2017.03,98,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Retail Trade,,
RNAA.SG01NAC34B0105GH3,2000.03,6,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Accommodation,,
RNAA.SG01NAC34B0105GH3,2001.03,6,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Accommodation,,
RNAA.SG01NAC34B0105GH3,2002.03,7,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Accommodation,,
RNAA.SG01NAC34B0105GH3,2003.03,6,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Accommodation,,
RNAA.SG01NAC34B0105GH3,2004.03,7,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Accommodation,,
RNAA.SG01NAC34B0105GH3,2005.03,8,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Accommodation,,
RNAA.SG01NAC34B0105GH3,2006.03,8,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Accommodation,,
RNAA.SG01NAC34B0105GH3,2007.03,9,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Accommodation,,
RNAA.SG01NAC34B0105GH3,2008.03,9,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Accommodation,,
RNAA.SG01NAC34B0105GH3,2009.03,8,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Accommodation,,
RNAA.SG01NAC34B0105GH3,2010.03,7,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Accommodation,,
RNAA.SG01NAC34B0105GH3,2011.03,9,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Accommodation,,
RNAA.SG01NAC34B0105GH3,2012.03,8,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Accommodation,,
RNAA.SG01NAC34B0105GH3,2013.03,7,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Accommodation,,
RNAA.SG01NAC34B0105GH3,2014.03,6,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Accommodation,,
RNAA.SG01NAC34B0105GH3,2015.03,4,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Accommodation,,
RNAA.SG01NAC34B0105GH3,2016.03,4,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Accommodation,,
RNAA.SG01NAC34B0105GH3,2017.03,6,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Accommodation,,
RNAA.SG01NAC34B0105GH4,2000.03,11,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Food and beverage services,,
RNAA.SG01NAC34B0105GH4,2001.03,12,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Food and beverage services,,
RNAA.SG01NAC34B0105GH4,2002.03,13,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Food and beverage services,,
RNAA.SG01NAC34B0105GH4,2003.03,12,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Food and beverage services,,
RNAA.SG01NAC34B0105GH4,2004.03,14,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Food and beverage services,,
RNAA.SG01NAC34B0105GH4,2005.03,15,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Food and beverage services,,
RNAA.SG01NAC34B0105GH4,2006.03,17,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Food and beverage services,,
RNAA.SG01NAC34B0105GH4,2007.03,17,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Food and beverage services,,
RNAA.SG01NAC34B0105GH4,2008.03,19,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Food and beverage services,,
RNAA.SG01NAC34B0105GH4,2009.03,18,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Food and beverage services,,
RNAA.SG01NAC34B0105GH4,2010.03,20,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Food and beverage services,,
RNAA.SG01NAC34B0105GH4,2011.03,24,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Food and beverage services,,
RNAA.SG01NAC34B0105GH4,2012.03,20,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Food and beverage services,,
RNAA.SG01NAC34B0105GH4,2013.03,21,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Food and beverage services,,
RNAA.SG01NAC34B0105GH4,2014.03,21,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Food and beverage services,,
RNAA.SG01NAC34B0105GH4,2015.03,26,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Food and beverage services,,
RNAA.SG01NAC34B0105GH4,2016.03,22,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Food and beverage services,,
RNAA.SG01NAC34B0105GH4,2017.03,26,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Food and beverage services,,
RNAA.SG01NAC34B0105II1,2000.03,57,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Transport, Postal and Warehousing",,
RNAA.SG01NAC34B0105II1,2001.03,51,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Transport, Postal and Warehousing",,
RNAA.SG01NAC34B0105II1,2002.03,63,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Transport, Postal and Warehousing",,
RNAA.SG01NAC34B0105II1,2003.03,67,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Transport, Postal and Warehousing",,
RNAA.SG01NAC34B0105II1,2004.03,65,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Transport, Postal and Warehousing",,
RNAA.SG01NAC34B0105II1,2005.03,66,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Transport, Postal and Warehousing",,
RNAA.SG01NAC34B0105II1,2006.03,66,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Transport, Postal and Warehousing",,
RNAA.SG01NAC34B0105II1,2007.03,64,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Transport, Postal and Warehousing",,
RNAA.SG01NAC34B0105II1,2008.03,67,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Transport, Postal and Warehousing",,
RNAA.SG01NAC34B0105II1,2009.03,61,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Transport, Postal and Warehousing",,
RNAA.SG01NAC34B0105II1,2010.03,73,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Transport, Postal and Warehousing",,
RNAA.SG01NAC34B0105II1,2011.03,58,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Transport, Postal and Warehousing",,
RNAA.SG01NAC34B0105II1,2012.03,57,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Transport, Postal and Warehousing",,
RNAA.SG01NAC34B0105II1,2013.03,60,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Transport, Postal and Warehousing",,
RNAA.SG01NAC34B0105II1,2014.03,63,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Transport, Postal and Warehousing",,
RNAA.SG01NAC34B0105II1,2015.03,73,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Transport, Postal and Warehousing",,
RNAA.SG01NAC34B0105II1,2016.03,77,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Transport, Postal and Warehousing",,
RNAA.SG01NAC34B0105II1,2017.03,74,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Transport, Postal and Warehousing",,
RNAA.SG01NAC34B0105JRS,2000.03,38,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Information Media, Telecommunications and Other Services",,
RNAA.SG01NAC34B0105JRS,2001.03,37,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Information Media, Telecommunications and Other Services",,
RNAA.SG01NAC34B0105JRS,2002.03,41,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Information Media, Telecommunications and Other Services",,
RNAA.SG01NAC34B0105JRS,2003.03,43,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Information Media, Telecommunications and Other Services",,
RNAA.SG01NAC34B0105JRS,2004.03,46,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Information Media, Telecommunications and Other Services",,
RNAA.SG01NAC34B0105JRS,2005.03,48,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Information Media, Telecommunications and Other Services",,
RNAA.SG01NAC34B0105JRS,2006.03,49,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Information Media, Telecommunications and Other Services",,
RNAA.SG01NAC34B0105JRS,2007.03,56,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Information Media, Telecommunications and Other Services",,
RNAA.SG01NAC34B0105JRS,2008.03,60,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Information Media, Telecommunications and Other Services",,
RNAA.SG01NAC34B0105JRS,2009.03,71,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Information Media, Telecommunications and Other Services",,
RNAA.SG01NAC34B0105JRS,2010.03,72,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Information Media, Telecommunications and Other Services",,
RNAA.SG01NAC34B0105JRS,2011.03,59,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Information Media, Telecommunications and Other Services",,
RNAA.SG01NAC34B0105JRS,2012.03,54,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Information Media, Telecommunications and Other Services",,
RNAA.SG01NAC34B0105JRS,2013.03,57,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Information Media, Telecommunications and Other Services",,
RNAA.SG01NAC34B0105JRS,2014.03,57,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Information Media, Telecommunications and Other Services",,
RNAA.SG01NAC34B0105JRS,2015.03,62,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Information Media, Telecommunications and Other Services",,
RNAA.SG01NAC34B0105JRS,2016.03,65,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Information Media, Telecommunications and Other Services",,
RNAA.SG01NAC34B0105JRS,2017.03,68,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Information Media, Telecommunications and Other Services",,
RNAA.SG01NAC34B0105KK1,2000.03,11,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Financial and Insurance Services,,
RNAA.SG01NAC34B0105KK1,2001.03,10,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Financial and Insurance Services,,
RNAA.SG01NAC34B0105KK1,2002.03,12,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Financial and Insurance Services,,
RNAA.SG01NAC34B0105KK1,2003.03,14,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Financial and Insurance Services,,
RNAA.SG01NAC34B0105KK1,2004.03,15,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Financial and Insurance Services,,
RNAA.SG01NAC34B0105KK1,2005.03,15,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Financial and Insurance Services,,
RNAA.SG01NAC34B0105KK1,2006.03,18,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Financial and Insurance Services,,
RNAA.SG01NAC34B0105KK1,2007.03,18,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Financial and Insurance Services,,
RNAA.SG01NAC34B0105KK1,2008.03,23,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Financial and Insurance Services,,
RNAA.SG01NAC34B0105KK1,2009.03,26,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Financial and Insurance Services,,
RNAA.SG01NAC34B0105KK1,2010.03,31,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Financial and Insurance Services,,
RNAA.SG01NAC34B0105KK1,2011.03,22,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Financial and Insurance Services,,
RNAA.SG01NAC34B0105KK1,2012.03,24,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Financial and Insurance Services,,
RNAA.SG01NAC34B0105KK1,2013.03,27,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Financial and Insurance Services,,
RNAA.SG01NAC34B0105KK1,2014.03,31,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Financial and Insurance Services,,
RNAA.SG01NAC34B0105KK1,2015.03,30,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Financial and Insurance Services,,
RNAA.SG01NAC34B0105KK1,2016.03,25,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Financial and Insurance Services,,
RNAA.SG01NAC34B0105KK1,2017.03,32,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Financial and Insurance Services,,
RNAA.SG01NAC34B0105LL1,2000.03,60,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Rental, Hiring and Real Estate Services",,
RNAA.SG01NAC34B0105LL1,2001.03,67,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Rental, Hiring and Real Estate Services",,
RNAA.SG01NAC34B0105LL1,2002.03,58,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Rental, Hiring and Real Estate Services",,
RNAA.SG01NAC34B0105LL1,2003.03,59,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Rental, Hiring and Real Estate Services",,
RNAA.SG01NAC34B0105LL1,2004.03,67,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Rental, Hiring and Real Estate Services",,
RNAA.SG01NAC34B0105LL1,2005.03,76,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Rental, Hiring and Real Estate Services",,
RNAA.SG01NAC34B0105LL1,2006.03,77,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Rental, Hiring and Real Estate Services",,
RNAA.SG01NAC34B0105LL1,2007.03,77,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Rental, Hiring and Real Estate Services",,
RNAA.SG01NAC34B0105LL1,2008.03,72,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Rental, Hiring and Real Estate Services",,
RNAA.SG01NAC34B0105LL1,2009.03,87,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Rental, Hiring and Real Estate Services",,
RNAA.SG01NAC34B0105LL1,2010.03,98,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Rental, Hiring and Real Estate Services",,
RNAA.SG01NAC34B0105LL1,2011.03,101,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Rental, Hiring and Real Estate Services",,
RNAA.SG01NAC34B0105LL1,2012.03,109,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Rental, Hiring and Real Estate Services",,
RNAA.SG01NAC34B0105LL1,2013.03,108,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Rental, Hiring and Real Estate Services",,
RNAA.SG01NAC34B0105LL1,2014.03,118,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Rental, Hiring and Real Estate Services",,
RNAA.SG01NAC34B0105LL1,2015.03,115,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Rental, Hiring and Real Estate Services",,
RNAA.SG01NAC34B0105LL1,2016.03,122,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Rental, Hiring and Real Estate Services",,
RNAA.SG01NAC34B0105LL1,2017.03,142,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"Rental, Hiring and Real Estate Services",,
RNAA.SG01NAC34B0105LL2,2000.03,66,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Owner-Occupied Property Operation,,
