Series_reference,Period,Data_value,Suppressed,Status,Units,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
BASQ.SA020002A1A,2014.12,971913,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New,Value,Actual
BASQ.SA020002A1A,2015.03,917927,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New,Value,Actual
BASQ.SA020002A1A,2015.06,968004,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New,Value,Actual
BASQ.SA020002A1A,2015.09,1044892,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New,Value,Actual
BASQ.SA020002A1A,2015.12,1099228,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New,Value,Actual
BASQ.SA020002A1A,2016.03,1179227,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New,Value,Actual
BASQ.SA020002A1A,2016.06,1417579,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New,Value,Actual
BASQ.SA020002A1A,2016.09,1440984,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New,Value,Actual
BASQ.SA020002A1A,2016.12,1566568,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New,Value,Actual
BASQ.SA020002A1A,2017.03,1385106,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New,Value,Actual
BASQ.SA020002A1A,2017.06,1556998,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New,Value,Actual
BASQ.SA020002A1A,2017.09,1706915,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New,Value,Actual
BASQ.SA020002A1A,2017.12,1654679,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New,Value,Actual
BASQ.SA020002A1A,2018.03,1610517,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New,Value,Actual
BASQ.SA020002A1A,2018.06,1802973,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New,Value,Actual
BASQ.SA020002A1A,2018.09,1939272,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New,Value,Actual
BASQ.SA020002A1A,2018.12,2035206,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New,Value,Actual
BASQ.SA020002B1A,2014.12,329336,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,Altered,Value,Actual
BASQ.SA020002B1A,2015.03,327883,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,Altered,Value,Actual
BASQ.SA020002B1A,2015.06,347273,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,Altered,Value,Actual
BASQ.SA020002B1A,2015.09,356587,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,Altered,Value,Actual
BASQ.SA020002B1A,2015.12,379518,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,Altered,Value,Actual
BASQ.SA020002B1A,2016.03,385778,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,Altered,Value,Actual
BASQ.SA020002B1A,2016.06,410421,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,Altered,Value,Actual
BASQ.SA020002B1A,2016.09,412593,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,Altered,Value,Actual
BASQ.SA020002B1A,2016.12,418499,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,Altered,Value,Actual
BASQ.SA020002B1A,2017.03,375616,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,Altered,Value,Actual
BASQ.SA020002B1A,2017.06,394420,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,Altered,Value,Actual
BASQ.SA020002B1A,2017.09,389115,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,Altered,Value,Actual
BASQ.SA020002B1A,2017.12,416527,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,Altered,Value,Actual
BASQ.SA020002B1A,2018.03,411020,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,Altered,Value,Actual
BASQ.SA020002B1A,2018.06,437664,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,Altered,Value,Actual
BASQ.SA020002B1A,2018.09,452819,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,Altered,Value,Actual
BASQ.SA020002B1A,2018.12,463443,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,Altered,Value,Actual
BASQ.SA020002C1A,2003.03,827490,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2003.06,953885,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2003.09,1026308,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2003.12,993813,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2004.03,877820,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2004.06,1106409,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2004.09,1116916,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2004.12,1193461,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2005.03,959381,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2005.06,1159708,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2005.09,1152435,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2005.12,1061990,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2006.03,1002360,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2006.06,1100194,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2006.09,1083015,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2006.12,1036280,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2007.03,989701,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2007.06,1081382,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2007.09,1148730,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2007.12,1170035,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2008.03,981867,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2008.06,1019904,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2008.09,1068298,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2008.12,930326,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2009.03,808087,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2009.06,877334,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2009.09,809360,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2009.12,765110,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2010.03,779353,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2010.06,887457,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2010.09,913495,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2010.12,933707,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2011.03,816701,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2011.06,834368,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2011.09,912775,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2011.12,882314,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2012.03,793824,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2012.06,900113,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2012.09,948487,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2012.12,971396,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2013.03,900126,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2013.06,977431,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2013.09,1062163,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2013.12,1079997,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2014.03,1157180,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2014.06,1260713,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2014.09,1417154,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2014.12,1301250,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2015.03,1245811,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2015.06,1315277,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2015.09,1401478,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2015.12,1478746,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2016.03,1565006,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2016.06,1827999,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2016.09,1853577,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2016.12,1985067,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2017.03,1760722,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2017.06,1951417,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2017.09,2096031,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2017.12,2071206,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2018.03,2021537,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2018.06,2240636,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2018.09,2392090,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1A,2018.12,2498649,n,F,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Actual
BASQ.SA020002C1S,2003.03,935284,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2003.06,919233,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2003.09,978197,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2003.12,970059,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2004.03,985264,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2004.06,1069174,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2004.09,1065940,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2004.12,1166233,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2005.03,1069657,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2005.06,1122774,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2005.09,1101837,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2005.12,1040164,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2006.03,1109554,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2006.06,1066893,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2006.09,1036082,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2006.12,1020236,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2007.03,1081538,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2007.06,1054974,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2007.09,1101392,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2007.12,1155978,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2008.03,1062113,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2008.06,999832,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2008.09,1022138,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2008.12,921451,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2009.03,869989,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2009.06,864703,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2009.09,775997,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2009.12,754370,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2010.03,838230,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2010.06,875249,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2010.09,877725,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2010.12,919865,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2011.03,873758,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2011.06,826366,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2011.09,879073,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2011.12,867733,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2012.03,845575,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2012.06,895089,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2012.09,914219,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2012.12,954657,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2013.03,955926,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2013.06,975916,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2013.09,1021599,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2013.12,1062123,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2014.03,1228795,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2014.06,1258594,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2014.09,1363585,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2014.12,1283011,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2015.03,1303311,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2015.06,1305620,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2015.09,1367075,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2015.12,1460763,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2016.03,1644582,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2016.06,1808985,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2016.09,1806013,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2016.12,1958519,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2017.03,1855148,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2017.06,1928144,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2017.09,2041915,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2017.12,2039870,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2018.03,2138936,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2018.06,2211828,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2018.09,2330152,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1S,2018.12,2455997,n,P,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Seasonally adjusted
BASQ.SA020002C1T,2003.03,921513,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Trend
BASQ.SA020002C1T,2003.06,938221,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Trend
BASQ.SA020002C1T,2003.09,961121,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Trend
BASQ.SA020002C1T,2003.12,973370,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Trend
BASQ.SA020002C1T,2004.03,1000038,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Trend
BASQ.SA020002C1T,2004.06,1043730,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Trend
BASQ.SA020002C1T,2004.09,1101998,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Trend
BASQ.SA020002C1T,2004.12,1118730,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Trend
BASQ.SA020002C1T,2005.03,1111533,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Trend
BASQ.SA020002C1T,2005.06,1103899,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Trend
BASQ.SA020002C1T,2005.09,1091669,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Trend
BASQ.SA020002C1T,2005.12,1070629,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Trend
BASQ.SA020002C1T,2006.03,1082605,n,R,Dollar,3,Building Activity Survey - BAS,Building activity by region,Auckland Region,All buildings,New plus altered,Value,Trend
